seq,cycle_duration_us,period_interval_us,read_duration_us,controller_duration_us,write_duration_us,deadline_missed,ok
471,20564.20,33331.43,2.06,6.58,20555.20,0,1
472,19223.32,33336.04,7.59,12.48,19201.33,0,1
473,17894.91,33334.37,6.86,10.36,17876.58,0,1
474,16550.01,33330.58,3.84,10.06,16535.50,0,1
475,15200.81,33334.34,3.81,8.94,15186.84,0,1
476,13872.87,33332.69,1.56,4.94,13866.02,0,1
477,12544.53,33334.47,3.75,8.78,12531.42,0,1
478,11205.25,33333.88,5.92,13.70,11184.59,0,1
479,9847.61,33333.18,3.50,10.08,9833.49,0,1
480,8504.95,33332.45,2.86,7.96,8493.70,0,1
481,23152.20,33332.43,3.28,8.16,23140.11,0,1
482,21813.31,33334.37,2.54,7.38,21802.86,0,1
483,20494.44,33332.88,2.53,7.55,20483.90,0,1
484,19176.37,33351.58,6.68,13.99,19154.34,0,1
485,17816.58,33319.98,14.34,24.62,17774.83,0,1
486,16478.08,33333.43,7.69,12.84,16456.22,0,1
487,15134.92,33329.53,5.82,11.70,15116.47,0,1
488,13722.66,33401.42,7.10,11.31,13702.91,0,1
489,12470.33,33263.93,3.72,10.76,12455.12,0,1
490,11158.39,33314.48,23.98,22.02,11108.61,0,1
491,8567.98,34570.16,16.34,21.44,8526.56,0,1
492,8428.13,32115.85,2.81,7.91,8416.98,0,1
493,23234.90,33331.28,1.35,6.10,23227.11,0,1
494,21725.72,33342.54,13.53,23.55,21686.14,0,1
495,20456.26,33324.06,1.73,7.55,20446.63,0,1
496,19070.03,33337.58,14.06,23.03,19030.46,0,1
497,17725.64,33329.66,2.06,6.49,17716.76,0,1
498,16415.02,33340.82,18.31,19.93,16373.57,0,1
499,15130.60,33329.25,13.99,18.70,15096.25,0,1
500,13713.13,33334.08,19.07,30.00,13660.94,0,1
501,12367.30,33329.91,2.41,8.19,12356.18,0,1
502,11181.77,33335.60,9.67,22.37,11147.32,0,1
503,9694.95,33338.84,39.37,52.63,9596.23,0,1
504,8354.27,33328.40,3.75,19.81,8330.34,0,1
505,23201.21,33719.23,56.07,51.47,23083.03,0,1
506,21731.26,32951.57,13.19,25.73,21690.19,0,1
507,20339.94,33330.50,24.95,34.57,20275.74,0,1
508,19226.06,33331.08,8.75,21.87,19194.78,0,1
509,17644.59,33374.36,120.83,129.39,17367.36,0,1
510,16295.30,33293.94,4.78,11.49,16278.11,0,1
511,14961.93,33329.52,2.83,8.10,14950.41,0,1
512,13622.44,33333.36,2.09,6.95,13613.02,0,1
513,12281.64,33332.28,1.73,6.80,12272.78,0,1
514,10976.10,33333.75,1.53,6.90,10967.35,0,1
515,9629.68,33333.81,1.69,6.45,9621.17,0,1
516,24226.00,33333.35,1.70,6.38,24217.60,0,1
517,22901.41,33333.39,1.54,6.46,22893.08,0,1
518,21586.96,33332.59,1.46,6.78,21578.37,0,1
519,20241.20,33333.40,1.44,5.84,20233.57,0,1
520,18912.83,33337.58,5.46,11.35,18895.05,0,1
521,17572.37,33334.06,12.05,17.19,17540.05,0,1
522,16383.13,33331.06,4.00,10.62,16367.94,0,1
523,14903.97,33332.25,2.56,8.45,14892.47,0,1
524,13542.67,33332.43,1.91,7.32,13533.11,0,1
525,12347.83,33337.60,14.69,17.63,12312.72,0,1
526,10867.85,33329.57,3.71,9.35,10854.31,0,1
527,9522.75,33333.53,2.71,7.93,9511.73,0,1
528,24159.38,33333.07,4.60,8.85,24145.04,0,1
529,22817.42,33333.10,2.36,8.14,22806.51,0,1
530,21486.10,33331.90,1.97,6.05,21477.76,0,1
531,20160.82,33334.41,1.76,5.76,20152.99,0,1
532,18878.19,33332.34,2.11,5.49,18870.23,0,1
533,17491.34,33336.29,14.55,22.47,17451.63,0,1
534,16137.98,33331.47,3.78,7.94,16125.60,0,1
535,14792.93,33333.18,2.79,5.30,14784.22,0,1
536,13482.36,33333.90,2.64,5.19,13473.98,0,1
537,12278.74,33332.66,1.98,4.11,12272.25,0,1
538,10784.65,33332.83,2.38,3.57,10778.22,0,1
539,9447.93,33339.96,19.47,19.86,9405.41,0,1
540,24224.21,33332.77,12.20,15.82,24193.94,0,1
541,22768.48,33328.86,9.52,14.99,22742.38,0,1
542,21405.48,33334.40,11.12,17.89,21375.13,0,1
543,20074.43,33331.79,3.24,8.26,20062.52,0,1
544,18738.11,33332.85,1.96,5.98,18729.82,0,1
545,17423.34,33333.18,1.71,5.80,17415.49,0,1
546,16083.91,33333.23,2.00,6.05,16075.47,0,1
547,14725.23,33333.47,1.65,5.20,14718.05,0,1
548,13379.30,33332.93,1.89,4.38,13372.70,0,1
549,12033.96,33333.28,1.56,4.60,12027.47,0,1
550,10703.24,33334.50,3.51,10.39,10688.63,0,1
551,9359.71,33333.22,2.01,7.57,9349.76,0,1
552,24027.30,33333.31,1.81,6.48,24018.63,0,1
553,22936.72,33333.25,1.69,6.34,22928.37,0,1
554,21348.33,33333.28,1.59,6.13,21340.24,0,1
555,20023.07,33333.11,1.48,6.75,20014.51,0,1
556,18694.03,33333.33,1.73,5.45,18686.48,0,1
557,17385.43,33333.49,1.71,6.20,17377.19,0,1
558,16023.31,33337.63,10.97,14.92,15995.59,0,1
559,14691.58,33328.95,2.13,8.19,14680.89,0,1
560,13354.33,33334.36,5.21,10.12,13337.87,0,1
561,12025.71,33332.36,2.26,7.39,12015.49,0,1
562,10653.61,33349.94,10.93,16.97,10623.20,0,1
563,9274.44,33319.82,7.53,16.67,9248.66,0,1
564,23902.16,33331.99,4.29,9.64,23887.39,0,1
565,22772.54,33331.36,1.80,7.10,22763.24,0,1
566,21306.26,33337.27,10.79,20.04,21274.17,0,1
567,19911.80,33333.29,10.45,17.76,19881.94,0,1
568,18567.83,33329.86,2.09,9.04,18556.37,0,1
569,17224.14,33333.61,1.89,7.13,17214.79,0,1
570,15893.82,33330.96,2.23,6.77,15884.44,0,1
571,14544.51,33334.31,1.38,6.10,14536.68,0,1
572,13212.82,33333.47,1.48,6.42,13204.59,0,1
573,11868.41,33336.10,1.69,6.20,11860.18,0,1
574,10525.55,33331.28,1.40,6.76,10517.04,0,1
575,9191.43,33333.30,1.70,6.81,9182.54,0,1
576,23825.09,33333.32,2.03,7.51,23815.14,0,1
577,22491.94,33332.70,1.97,7.08,22482.52,0,1
578,21154.85,33334.07,1.83,6.67,21146.04,0,1
579,19827.75,33333.91,2.16,6.43,19818.78,0,1
580,18495.45,33331.56,2.43,7.29,18485.25,0,1
581,17149.17,33335.83,2.23,7.79,17138.75,0,1
582,15802.18,33335.64,6.17,10.67,15784.03,0,1
583,14474.82,33330.04,1.94,7.29,14465.17,0,1
584,13130.11,33332.81,1.97,7.36,13120.38,0,1
585,11786.76,33332.59,1.44,6.55,11778.42,0,1
586,10492.84,33333.21,1.76,6.88,10483.88,0,1
587,9110.55,33341.13,12.34,19.48,9076.62,0,1
588,23741.78,33329.67,7.85,11.50,23720.78,0,1
589,22423.69,33330.43,2.83,8.25,22412.17,0,1
590,21081.52,33332.81,4.89,11.06,21064.58,0,1
591,19768.25,33335.09,3.61,7.70,19756.16,0,1
592,18415.83,33334.05,13.60,25.51,18373.79,0,1
593,17073.33,33333.84,5.45,10.31,17056.66,0,1
594,15749.03,33333.79,9.01,13.91,15724.22,0,1
595,14393.44,33333.05,5.50,11.21,14375.74,0,1
596,13049.16,33331.33,3.06,11.22,13034.34,0,1
597,11706.68,33333.33,2.14,6.90,11697.21,0,1
598,10370.39,33332.80,1.95,6.61,10361.47,0,1
599,9025.19,33333.10,1.79,8.73,9014.27,0,1
600,23667.13,33331.59,1.50,6.16,23659.13,0,1
601,22328.93,33334.77,1.77,6.90,22319.89,0,1
602,21006.90,33332.39,2.15,6.30,20998.12,0,1
603,19674.14,33333.62,1.57,5.99,19666.25,0,1
604,18323.63,33334.06,2.88,8.31,18312.03,0,1
605,16989.50,33332.64,2.46,6.48,16980.10,0,1
606,15646.02,33333.52,2.04,5.96,15637.69,0,1
607,14377.89,33333.84,1.92,6.17,14369.42,0,1
608,12972.50,33336.42,14.17,24.46,12931.32,0,1
609,11623.76,33331.26,2.81,6.60,11613.92,0,1
610,10298.19,33331.70,2.59,6.97,10288.05,0,1
611,8946.77,33336.12,3.60,8.04,8934.22,0,1
612,23589.44,33339.16,9.62,13.07,23564.52,0,1
613,22260.13,33325.48,2.52,9.69,22247.55,0,1
614,20933.26,33333.71,3.76,8.46,20920.54,0,1
615,19589.30,33333.91,3.48,8.31,19576.74,0,1
616,18254.87,33333.11,2.00,6.26,18246.21,0,1
617,16921.67,33334.42,5.28,9.28,16906.16,0,1
618,15566.27,33334.37,5.58,8.86,15550.46,0,1
619,14231.19,33331.14,2.33,6.57,14221.90,0,1
620,12899.59,33332.77,2.41,7.32,12889.44,0,1
621,11551.91,33333.48,4.09,9.47,11537.67,0,1
622,10214.55,33333.65,2.81,7.93,10203.46,0,1
623,8870.47,33336.43,3.53,8.59,8857.92,0,1
624,23512.20,33330.21,2.63,7.00,23502.11,0,1
625,22173.69,33333.22,2.26,7.33,22163.60,0,1
626,20840.06,33333.86,2.42,6.22,20830.98,0,1
627,19512.63,33332.25,2.02,6.62,19503.47,0,1
628,18241.83,33333.25,1.67,6.13,18233.69,0,1
629,16825.02,33335.78,12.69,23.70,16786.06,0,1
630,15485.63,33330.03,2.76,7.20,15475.21,0,1
631,14147.24,33333.79,1.80,6.07,14138.88,0,1
632,12807.24,33335.89,3.24,6.88,12796.71,0,1
633,11473.68,33332.02,2.33,6.11,11464.82,0,1
634,10123.59,33333.11,1.81,5.87,10115.55,0,1
635,8789.76,33332.96,2.66,7.08,8779.57,0,1
636,23431.01,33334.11,2.80,6.32,23421.42,0,1
637,22093.83,33333.23,3.21,7.83,22082.13,0,1
638,20760.38,33333.74,2.14,6.82,20751.02,0,1
639,19434.04,33332.34,2.67,8.56,19422.34,0,1
640,18094.88,33332.95,2.76,7.43,18084.03,0,1
641,16745.50,33334.27,3.01,8.61,16733.28,0,1
642,15405.00,33333.21,4.29,8.15,15391.92,0,1
643,14102.84,33333.35,3.68,6.93,14091.57,0,1
644,12730.30,33335.69,8.06,15.05,12705.47,0,1
645,11353.66,33372.28,5.75,47.41,11299.32,0,1
646,10060.81,33293.29,4.33,10.01,10045.49,0,1
647,8707.70,33334.37,4.86,11.83,8690.35,0,1
648,23345.26,33332.44,5.85,9.79,23328.07,0,1
649,22017.60,33331.35,2.97,7.14,22006.97,0,1
650,20682.79,33333.11,2.20,6.63,20673.61,0,1
651,19346.90,33332.53,1.92,6.57,19338.06,0,1
652,18061.30,33334.37,2.55,7.61,18050.62,0,1
653,16666.34,33337.42,9.43,16.88,16639.22,0,1
654,15326.86,33330.88,4.23,10.16,15311.50,0,1
655,13993.91,33331.88,2.53,7.05,13983.81,0,1
656,12646.71,33334.51,1.91,6.76,12637.70,0,1
657,11307.18,33333.64,3.05,6.97,11296.61,0,1
658,9965.69,33332.15,1.82,5.95,9957.55,0,1
659,8628.11,33333.29,3.85,7.47,8616.25,0,1
660,23276.15,33333.54,6.02,9.05,23259.43,0,1
661,21939.33,33333.29,3.57,9.14,21926.00,0,1
662,20597.79,33333.44,3.35,9.49,20584.33,0,1
663,19275.58,33332.06,3.33,8.26,19263.33,0,1
664,17935.52,33335.22,4.84,9.95,17920.12,0,1
665,16580.82,33333.41,2.59,8.87,16568.61,0,1
666,15264.10,33332.48,3.84,7.87,15251.46,0,1
667,13907.88,33334.10,3.84,9.41,13893.85,0,1
668,12573.74,33332.68,3.15,7.81,12562.35,0,1
669,11225.32,33332.67,2.97,7.40,11214.41,0,1
670,9893.34,33333.55,1.83,5.58,9885.51,0,1
671,8537.76,33335.84,4.63,9.51,8522.74,0,1
672,23185.41,33334.32,9.53,13.56,23160.11,0,1
673,21854.25,33330.87,3.20,9.67,21840.93,0,1
674,20526.03,33334.29,4.76,13.59,20506.86,0,1
675,19191.81,33331.05,3.83,8.75,19178.51,0,1
676,19067.63,33867.19,10.01,22.32,19033.37,0,1
677,16507.80,32800.37,2.83,8.44,16495.94,0,1
678,15169.71,33332.63,2.19,5.44,15161.74,0,1
679,16580.68,33334.02,1.38,6.15,16572.81,0,1
680,12508.32,33354.47,26.32,45.32,12431.49,0,1
681,11153.67,33316.57,2.98,11.47,11138.35,0,1
682,9948.85,33327.93,2.95,7.79,9937.77,0,1
683,24607.16,33365.56,66.97,71.18,24454.50,0,1
684,23126.51,33315.40,39.10,58.22,23022.21,0,1
685,22305.55,33322.91,8.23,21.06,22275.38,0,1
686,20463.04,33336.89,38.76,51.40,20366.04,0,1
687,21881.99,33326.87,4.58,12.89,21862.91,0,1
688,17807.99,33333.82,4.73,11.87,17791.01,0,1
689,16442.12,33333.87,6.72,43.26,16390.84,0,1
690,15102.58,33332.11,1.84,6.82,15093.58,0,1
691,13793.32,33332.99,2.46,7.18,13782.99,0,1
692,12426.88,33336.87,8.74,14.74,12401.77,0,1
693,11098.84,33329.22,2.11,6.27,11090.12,0,1
694,9763.50,33334.33,2.07,6.18,9754.87,0,1
695,8433.21,33332.84,2.46,7.58,8422.55,0,1
696,23074.42,33332.76,1.95,6.23,23065.49,0,1
697,21748.59,33333.28,1.32,4.89,21742.00,0,1
698,20437.79,33334.36,2.56,7.59,20427.25,0,1
699,19098.37,33333.11,5.69,10.49,19081.05,0,1
700,17768.20,33332.74,1.36,5.72,17760.78,0,1
701,16426.97,33335.52,2.95,7.78,16415.85,0,1
702,15105.89,33331.21,1.78,6.32,15097.46,0,1
703,13766.12,33333.46,1.28,5.54,13758.97,0,1
704,12612.38,33334.19,2.09,5.72,12604.17,0,1
705,11093.45,33338.34,13.84,22.13,11055.20,0,1
706,9938.81,33327.65,1.53,6.76,9930.18,0,1
707,24400.87,33346.82,20.82,27.78,24348.00,0,1
708,23076.03,33321.11,3.44,8.41,23063.57,0,1
709,21748.27,33332.00,2.07,6.93,21738.68,0,1
710,20438.04,33340.27,12.40,16.04,20406.81,0,1
711,18947.10,33328.62,2.78,7.54,18936.45,0,1
712,17610.37,33331.77,2.20,6.05,17601.74,0,1
713,16260.35,33334.18,2.56,6.73,16250.55,0,1
714,14920.84,33331.50,1.98,5.98,14912.47,0,1
715,13588.87,33335.52,1.86,6.90,13579.73,0,1
716,12243.97,33333.18,2.27,6.55,12234.83,0,1
717,10898.25,33330.83,1.49,5.77,10890.64,0,1
718,9565.93,33333.64,1.24,5.83,9558.52,0,1
719,8229.85,33332.93,1.47,5.83,8222.17,0,1
720,22871.57,33334.24,1.44,5.69,22864.09,0,1
721,21539.70,33332.96,1.47,5.71,21532.19,0,1
722,20195.09,33333.83,1.69,5.59,20187.47,0,1
723,18854.80,33332.60,1.25,5.44,18847.74,0,1
724,17521.56,33333.42,1.30,5.79,17514.13,0,1
725,16176.83,33333.16,1.54,5.58,16169.38,0,1
726,14847.09,33332.57,1.27,5.37,14840.13,0,1
727,16559.44,33334.15,1.41,5.12,16552.59,0,1
728,12160.27,33340.93,10.62,15.42,12132.33,0,1
729,10826.36,33326.80,2.56,7.17,10816.06,0,1
730,9481.91,33332.01,1.51,7.19,9472.89,0,1
731,24112.83,33334.10,1.49,6.41,24104.59,0,1
732,22781.30,33332.57,1.31,6.96,22772.68,0,1
733,21447.95,33333.75,1.25,6.47,21439.89,0,1
734,20121.76,33333.30,1.32,6.64,20113.47,0,1
735,18782.08,33333.67,1.44,6.82,18773.50,0,1
736,17437.92,33333.24,1.40,5.95,17430.20,0,1
737,16101.27,33333.41,1.34,6.49,16093.12,0,1
738,14765.00,33334.77,1.65,6.08,14756.91,0,1
739,13603.63,33333.21,1.27,5.96,13596.08,0,1
740,12079.00,33340.93,13.55,23.30,12039.75,0,1
741,10911.96,33323.97,1.64,6.53,10903.27,0,1
742,9406.84,33342.19,13.59,24.07,9366.68,0,1
743,24041.75,33326.69,4.48,10.17,24026.62,0,1
744,22716.04,33330.94,1.75,6.75,22707.11,0,1
745,21373.35,33333.95,3.19,9.79,21359.64,0,1
746,20044.11,33333.06,1.72,7.18,20034.86,0,1
747,18698.51,33333.84,1.30,6.64,18690.24,0,1
748,17357.65,33332.39,1.28,6.30,17349.75,0,1
749,16022.70,33334.31,1.31,6.75,16014.27,0,1
750,14682.16,33333.11,2.68,7.56,14671.45,0,1
751,16589.30,33334.33,1.70,6.65,16580.60,0,1
752,12021.52,33335.15,13.74,23.95,11981.56,0,1
753,10665.11,33331.42,1.98,7.40,10655.24,0,1
754,9321.30,33332.77,1.82,6.57,9312.58,0,1
755,24140.73,33342.43,12.54,17.57,24107.97,0,1
756,22669.04,33332.89,13.30,22.45,22631.21,0,1
757,21356.58,33331.23,12.40,22.37,21319.83,0,1
758,19959.88,33329.54,13.21,23.34,19921.07,0,1
759,18626.87,33330.77,1.70,7.33,18617.50,0,1
760,17308.51,33334.83,1.59,7.32,17299.26,0,1
761,15940.09,33337.32,8.89,16.87,15912.90,0,1
762,14606.97,33327.78,2.41,8.02,14596.17,0,1
763,13258.71,33333.41,1.63,6.24,13250.51,0,1
764,11927.92,33342.43,11.31,14.57,11899.25,0,1
765,10757.44,33326.12,2.09,6.52,10748.53,0,1
766,9311.80,33339.93,13.82,24.19,9271.57,0,1
767,24053.98,33327.68,13.57,22.15,24015.72,0,1
768,22706.22,33338.75,12.37,21.48,22669.72,0,1
769,21269.85,33332.52,12.85,22.98,21231.66,0,1
770,19877.73,33329.11,13.66,22.99,19838.77,0,1
771,18711.05,33330.08,1.36,6.43,18702.93,0,1
772,17248.03,33341.64,13.13,23.74,17208.90,0,1
773,16033.45,33340.34,19.57,24.22,15985.41,0,1
774,14525.50,33325.14,12.79,21.23,14489.29,0,1
775,13246.72,33325.57,2.07,9.41,13234.82,0,1
776,11842.69,33337.72,16.09,25.98,11797.38,0,1
777,10497.83,33329.88,2.45,8.69,10486.22,0,1
778,9161.69,33332.99,2.29,8.28,9150.74,0,1
779,23787.85,33333.35,2.79,8.17,23776.50,0,1
780,22457.40,33332.91,1.77,6.50,22448.81,0,1
781,21133.08,33332.79,2.06,7.06,21123.57,0,1
782,19797.13,33334.51,2.34,7.15,19786.97,0,1
783,18456.66,33332.65,1.48,6.50,18448.31,0,1
784,17354.65,33333.48,1.88,7.92,17344.52,0,1
785,15775.24,33334.20,3.83,10.02,15760.74,0,1
786,14434.64,33331.66,2.41,6.99,14424.69,0,1
787,13103.37,33333.27,1.96,6.94,13094.03,0,1
788,11756.50,33334.43,2.55,7.89,11745.55,0,1
789,10416.20,33332.37,1.73,6.95,10407.15,0,1
790,9080.88,33333.81,1.91,6.87,9071.66,0,1
791,23738.09,33333.57,2.31,7.62,23727.72,0,1
792,22416.85,33336.56,6.56,14.26,22394.78,0,1
793,21069.86,33333.25,8.05,14.49,21045.32,0,1
794,19721.52,33333.49,6.57,15.55,19698.01,0,1
795,18380.99,33331.04,3.37,8.86,18368.14,0,1
796,17037.84,33331.15,2.29,8.39,17026.67,0,1
797,15703.83,33333.73,4.53,8.88,15689.63,0,1
798,14357.27,33334.81,4.14,8.51,14343.89,0,1
799,13022.77,33333.52,2.54,8.08,13011.80,0,1
800,11696.43,33334.79,12.31,17.10,11664.88,0,1
801,10334.55,33333.21,4.07,9.96,10319.88,0,1
802,9674.77,33331.89,2.02,6.87,9665.54,0,1
803,23634.46,33344.33,21.62,23.62,23583.99,0,1
804,22299.56,33322.95,3.42,11.53,22283.97,0,1
805,21026.37,33332.40,1.93,7.25,21016.71,0,1
806,19637.23,33335.93,10.80,18.08,19606.53,0,1
807,18297.73,33331.87,2.87,9.57,18284.94,0,1
808,16955.73,33332.05,1.62,7.20,16946.60,0,1
809,15623.66,33333.35,3.12,8.71,15611.25,0,1
810,14293.81,33335.24,8.27,12.27,14271.54,0,1
811,12962.50,33311.07,5.82,11.30,12944.29,0,1
812,11596.14,33355.20,4.93,10.54,11579.56,0,1
813,10258.84,33333.46,2.80,8.63,10247.01,0,1
814,8915.70,33331.98,2.08,6.41,8906.70,0,1
815,23552.85,33333.44,4.64,8.40,23539.14,0,1
816,22224.73,33332.93,1.93,7.26,22215.17,0,1
817,20892.11,33333.28,1.82,6.60,20883.34,0,1
818,19549.02,33333.26,3.53,8.50,19536.16,0,1
819,18217.55,33334.03,2.59,7.43,18207.14,0,1
820,16875.11,33331.93,2.15,7.60,16864.96,0,1
821,15543.59,33339.63,15.43,19.41,15505.72,0,1
822,14198.97,33328.91,2.58,9.28,14186.78,0,1
823,12871.85,33331.45,1.83,6.92,12862.74,0,1
824,11519.81,33337.18,11.23,17.55,11489.75,0,1
825,10176.02,33330.49,2.44,8.89,10164.01,0,1
826,8836.19,33333.76,2.06,7.59,8826.15,0,1
827,23500.26,33332.29,2.51,7.93,23489.43,0,1
828,22150.60,33337.98,11.14,17.04,22120.79,0,1
829,20820.25,33330.08,5.87,12.64,20800.88,0,1
830,19476.37,33332.88,4.15,10.93,19460.69,0,1
831,18132.61,33332.32,2.51,7.57,18122.16,0,1
832,16792.26,33333.87,1.91,6.64,16783.38,0,1
833,15455.06,33332.88,3.13,7.76,15443.70,0,1
834,14114.43,33334.38,2.88,7.17,14103.88,0,1
835,12779.92,33332.66,1.93,7.11,12770.55,0,1
836,11430.77,33333.33,2.33,7.98,11420.09,0,1
837,10095.28,33333.50,2.07,6.70,10086.06,0,1
838,8753.76,33332.40,2.05,6.71,8744.67,0,1
839,23388.51,33340.86,18.99,24.13,23341.15,0,1
840,22098.57,33327.25,3.16,9.38,22085.50,0,1
841,20727.79,33332.16,2.06,7.30,20718.04,0,1
842,19395.49,33333.37,2.71,7.96,19384.39,0,1
843,18051.94,33332.09,1.59,6.39,18043.61,0,1
844,16706.25,33335.95,2.13,7.46,16696.27,0,1
845,15377.80,33331.59,2.62,8.19,15366.42,0,1
846,14048.92,33338.79,12.22,16.20,14017.76,0,1
847,12691.21,33330.29,5.03,11.34,12674.02,0,1
848,11355.34,33332.93,5.45,11.05,11338.12,0,1
849,10014.29,33331.97,2.31,7.28,10004.29,0,1
850,8672.27,33333.01,2.24,6.14,8663.49,0,1
851,23309.81,33334.23,3.56,7.44,23298.33,0,1
852,21974.45,33332.40,1.66,6.53,21965.94,0,1
853,20673.03,33333.19,1.77,7.07,20663.78,0,1
854,19322.57,33335.33,9.87,18.45,19292.38,0,1
855,17982.64,33342.56,2.54,8.19,17971.45,0,1
856,16205.27,33852.39,15.50,17.74,16168.98,0,1
857,15332.60,32807.23,11.58,17.17,15301.89,0,1
858,13991.15,33335.15,8.55,16.26,13964.62,0,1
859,12671.92,33328.99,3.53,12.06,12655.62,0,1
860,11341.17,33338.56,10.54,26.62,11302.99,0,1
861,10000.95,33328.99,3.92,10.65,9985.76,0,1
862,8666.85,33335.37,4.30,17.68,8644.43,0,1
863,23280.63,33362.18,80.61,81.47,23101.09,0,1
864,21925.09,33304.24,13.68,23.24,21886.91,0,1
865,20603.15,33331.53,2.06,8.09,20592.40,0,1
866,19309.83,33333.83,5.47,18.00,19284.57,0,1
867,21882.71,33333.84,16.23,26.15,21834.99,0,1
868,16590.31,33343.37,11.62,20.89,16554.13,0,1
869,15257.54,33326.91,51.99,90.49,15108.99,0,1
870,13877.14,33327.62,3.62,7.74,13865.29,0,1
871,12536.28,33333.23,1.51,5.17,12529.26,0,1
872,11199.17,33333.20,2.86,7.01,11188.69,0,1
873,9860.12,33333.20,1.59,5.82,9852.40,0,1
874,8510.46,33333.06,1.68,5.26,8503.19,0,1
875,23153.93,33334.73,2.71,8.83,23141.83,0,1
876,21821.83,33331.08,1.69,6.72,21813.09,0,1
877,20487.76,33340.84,13.31,18.34,20453.67,0,1
878,19171.39,33333.18,6.72,11.42,19151.96,0,1
879,17813.10,33349.28,7.12,12.64,17792.20,0,1
880,16469.19,33311.95,6.82,15.10,16446.02,0,1
881,15135.42,33332.02,3.45,9.20,15122.14,0,1
882,13798.22,33333.12,1.55,4.59,13791.72,0,1
883,12535.80,33333.48,2.78,6.51,12525.92,0,1
884,11121.32,33333.61,1.87,5.01,11114.04,0,1
885,9773.53,33332.70,1.78,5.11,9766.28,0,1
886,8431.20,33331.98,1.53,4.45,8424.90,0,1
887,23133.56,33334.60,1.52,4.94,23126.74,0,1
888,21738.43,33336.43,15.61,26.88,21693.12,0,1
889,20414.89,33331.85,2.41,7.13,20404.99,0,1
890,19072.98,33332.78,2.43,5.70,19064.45,0,1
891,17735.51,33332.48,1.93,5.77,17727.49,0,1
892,16390.77,33332.30,1.49,5.90,16383.03,0,1
893,15057.26,33335.72,1.99,6.48,15048.44,0,1
894,13711.51,33332.43,1.48,6.10,13703.60,0,1
895,12373.86,33331.48,1.48,5.57,12366.47,0,1
896,11049.01,33335.29,2.12,8.53,11038.04,0,1
897,9695.84,33335.27,7.65,13.68,9673.22,0,1
898,8351.94,33332.18,3.60,9.85,8338.09,0,1
899,22997.81,33334.50,2.70,6.89,22987.67,0,1
900,21670.65,33332.68,1.98,5.20,21663.13,0,1
901,20333.17,33333.00,2.38,5.74,20324.44,0,1
902,19029.83,33331.45,1.69,5.70,19022.08,0,1
903,17646.88,33333.93,2.34,5.88,17638.28,0,1
904,16315.06,33333.40,1.57,5.84,16307.28,0,1
905,14970.24,33333.38,3.30,7.53,14958.90,0,1
906,13628.32,33333.03,1.75,6.65,13619.52,0,1
907,12293.42,33334.43,1.91,5.68,12285.38,0,1
908,10960.84,33340.50,15.38,20.71,10921.58,0,1
909,9609.51,33327.23,3.20,9.54,9596.15,0,1
910,24247.45,33332.55,1.95,7.32,24237.77,0,1
911,22911.94,33333.64,2.24,8.15,22901.04,0,1
912,21575.64,33332.84,3.18,8.44,21563.45,0,1
913,20250.47,33350.47,8.45,12.77,20227.65,0,1
914,18908.47,33316.16,4.32,9.36,18894.12,0,1
915,17572.66,33333.15,2.63,7.82,17561.80,0,1
916,16237.03,33333.15,2.06,7.03,16227.45,0,1
917,14889.64,33332.67,1.88,7.06,14880.32,0,1
918,13556.04,33336.73,8.88,11.79,13533.31,0,1
919,12206.25,33330.52,3.21,7.70,12194.72,0,1
920,10873.93,33334.68,6.70,12.62,10852.38,0,1
921,9526.90,33332.99,2.39,7.14,9516.79,0,1
922,24163.22,33331.55,1.69,7.07,24154.05,0,1
923,22825.84,33335.29,2.98,7.77,22814.65,0,1
924,21500.74,33331.96,1.64,6.86,21491.77,0,1
925,20168.99,33332.86,1.80,6.23,20160.60,0,1
926,18824.38,33334.65,2.18,7.17,18814.65,0,1
927,17488.66,33333.03,2.12,7.68,17478.44,0,1
928,16147.15,33333.32,1.80,6.59,16138.31,0,1
929,14814.49,33333.24,1.81,7.25,14804.87,0,1
930,13467.65,33337.62,11.45,15.18,13439.01,0,1
931,12124.67,33329.21,2.10,7.76,12114.39,0,1
932,10798.56,33338.19,12.58,16.94,10767.19,0,1
933,9450.45,33330.13,2.20,7.30,9440.50,0,1
934,24083.51,33331.81,2.63,7.16,24073.23,0,1
935,22766.34,33332.92,1.99,7.26,22756.73,0,1
936,21427.24,33335.38,6.01,11.80,21408.11,0,1
937,20087.00,33333.40,4.68,10.00,20071.40,0,1
938,18766.76,33330.57,2.24,7.82,18756.27,0,1
939,17413.79,33333.82,2.82,8.01,17402.62,0,1
940,16068.46,33333.04,1.78,6.26,16060.06,0,1
941,14728.15,33333.41,1.43,6.11,14720.20,0,1
942,13393.93,33332.81,1.72,6.30,13385.48,0,1
943,12049.77,33333.73,1.43,5.41,12042.62,0,1
944,10709.93,33333.21,1.60,5.80,10702.20,0,1
945,9365.30,33333.20,1.35,5.47,9358.16,0,1
946,24049.56,33332.12,1.32,5.55,24042.36,0,1
947,22674.31,33336.45,11.89,18.60,22641.72,0,1
948,21353.66,33332.02,3.20,7.40,21342.72,0,1
949,20010.20,33335.23,7.19,12.26,19989.62,0,1
950,18673.40,33331.35,3.82,8.81,18660.18,0,1
951,17321.81,33333.59,1.38,6.52,17313.58,0,1
