seq,elapsed_us,ok,error,driver1_alarm,driver1_rpm,driver2_alarm,driver2_rpm
274,15983.82,1,0,0,0,0,0
275,16000.93,1,0,0,0,0,0
276,15998.92,1,0,0,0,0,0
277,15999.77,1,0,0,0,0,0
278,15994.56,1,0,0,0,0,0
279,16005.01,1,0,0,0,0,0
280,15984.45,1,0,0,0,0,0
281,15987.58,1,0,0,0,0,0
282,16011.84,1,0,0,0,0,0
283,15982.03,1,0,0,0,0,0
284,16053.27,1,0,0,0,0,0
285,15969.04,1,0,0,0,0,0
286,15980.92,1,0,0,0,0,0
287,15989.72,1,0,0,0,0,0
288,15988.02,1,0,0,0,0,0
289,16005.13,1,0,0,0,0,0
290,15988.51,1,0,0,0,0,0
291,16011.16,1,0,0,0,0,0
292,15993.43,1,0,0,0,0,0
293,15989.32,1,0,0,0,0,0
294,16001.41,1,0,0,0,0,0
295,15996.71,1,0,0,0,0,0
296,15984.94,1,0,0,0,0,0
297,16009.55,1,0,0,0,0,0
298,15996.30,1,0,0,0,0,0
299,15988.67,1,0,0,0,0,0
300,15995.31,1,0,0,0,0,0
301,15999.80,1,0,0,0,0,0
302,15993.30,1,0,0,0,0,0
303,15995.51,1,0,0,0,0,0
304,16011.62,1,0,0,0,0,0
305,15986.68,1,0,0,0,0,0
306,15986.84,1,0,0,0,0,0
307,16004.94,1,0,0,0,0,0
308,15997.42,1,0,0,0,0,0
309,15986.35,1,0,0,0,0,0
310,16032.05,1,0,0,0,0,0
311,15980.64,1,0,0,0,0,0
312,15985.95,1,0,0,0,0,0
313,15993.52,1,0,0,0,0,0
314,15995.64,1,0,0,0,0,0
315,15994.37,1,0,0,0,0,0
316,16015.37,1,0,0,0,0,0
317,15979.30,1,0,0,0,0,0
318,15986.96,1,0,0,0,0,0
319,16000.71,1,0,0,0,0,0
320,15995.58,1,0,0,0,0,0
321,16022.56,1,0,0,0,0,0
322,15992.13,1,0,0,0,0,0
323,15984.44,1,0,0,0,0,0
324,15984.08,1,0,0,0,0,0
325,15998.37,1,0,0,0,0,0
326,15989.48,1,0,0,0,0,0
327,15998.58,1,0,0,0,0,0
328,16045.22,1,0,0,0,0,0
329,15972.95,1,0,0,0,0,0
330,15977.73,1,0,0,0,0,0
331,15992.73,1,0,0,0,0,0
332,15991.97,1,0,0,0,0,0
333,15996.96,1,0,0,0,0,0
