seq,elapsed_us,ok,error,driver1_alarm,driver1_rpm,driver2_alarm,driver2_rpm
334,16000.08,1,0,0,0,0,0
335,16005.36,1,0,0,0,0,0
336,15992.39,1,0,0,0,0,0
337,15995.59,1,0,0,0,0,0
338,15989.12,1,0,0,0,0,0
339,15995.37,1,0,0,0,0,0
340,15998.92,1,0,0,0,0,0
341,16009.71,1,0,0,0,0,0
342,15991.84,1,0,0,0,0,0
343,15993.22,1,0,0,0,0,0
